ID,Frugivore_Species,Plant_Species,Type of Interaction,Plant_family,Plant_genus,Plant_specific.epiteth,Plant_distribution,Plant_origin,Plant_Form,fruit_diameter,fruit_length,seed_diameter,seed_length,Fruit_color,Lipid_Score,Plants_IUCN,Frug_Class,Frug_Order,Frug_Family,Frug_Genus,Frug_Epitetus,Frug_Group,Frug_Body_Mass,Frug_Mean_Gape_Size,Frugivory_score,Frug_Migration_status,Frug_IUCN,Frug_Population_Trend,Study_Location,Latitude,Longitude,Precision,Study reference,Doi/Link,Study_Method
496,Dacnis cayana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
497,Vireo olivaceus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Small birds,16.16666667,6.761290323,2,AM,LC,Increasing,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
498,Turdus rufiventris,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Turdidae,Turdus,rufiventris,Small birds,69.5,13.25321429,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
499,Zonotrichia capensis,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Emberizidae,Zonotrichia,capensis,Small birds,20.75,5.214285714,1,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
500,Tachyphonus coronatus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,coronatus,Small birds,29.3,8.417368421,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
501,Volatinia jacarina,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Volatinia,jacarina,Small birds,9.95,5.08,1,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
502,Turdus leucomelas,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
503,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
504,Tyrannus savana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Tyrannus,savana,Small birds,31.9,NA,1,MIG,LC,Stable,"Itatiba, SP",-23.004015,-46.846797,cidade,MAPizo unpublished,NA,Plant-oriented
1408,Celeus flavescens,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Piciformes,Picidae,Celeus,flavescens,Large birds,139,13.17142857,1,RES,LC,Decreasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1409,Celeus flavescens,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Piciformes,Picidae,Celeus,flavescens,Large birds,139,13.17142857,1,RES,LC,Decreasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1410,Dacnis cayana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1411,Dacnis cayana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1412,Dacnis cayana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Dacnis,cayana,Small birds,13,5.252413793,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1413,Myiozetetes similis,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Myiozetetes,similis,Small birds,28,9.517241379,1,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1414,Patagioenas cayennensis,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Columbiformes,Columbidae,Patagioenas,cayennensis,Large birds,229,NA,1,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1415,Pitangus sulphuratus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Pitangus,sulphuratus,Small birds,63.33333333,13.892,2,RES,LC,Increasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1416,Pseudoleistes guirahuro,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Icteridae,Pseudoleistes,guirahuro,Large birds,91.2,NA,1,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1417,Pseudoleistes guirahuro,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Icteridae,Pseudoleistes,guirahuro,Large birds,91.2,NA,1,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1418,Sporophila caerulescens,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Sporophila,caerulescens,Small birds,10.2,8.175,1,NA,LC,Increasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1419,Tachyphonus coronatus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,coronatus,Small birds,29.3,8.417368421,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1420,Tachyphonus coronatus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Tachyphonus,coronatus,Small birds,29.3,8.417368421,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1421,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1422,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1423,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1424,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1425,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1426,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1427,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1428,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1429,Thraupis sayaca,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Thraupis,sayaca,Small birds,32.5,8.920555556,3,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1430,Turdus amaurochalinus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Turdidae,Turdus,amaurochalinus,Small birds,57.9,12.09548387,2,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1431,Turdus leucomelas,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1432,Turdus leucomelas,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Turdidae,Turdus,leucomelas,Small birds,69.1,12.54757794,2,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1433,Tyrannus melancholicus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Tyrannus,melancholicus,Small birds,37.4,11.35833333,1,MIG,LC,Increasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1434,Tyrannus savana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Tyrannus,savana,Small birds,31.9,NA,1,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1435,Tyrannus savana,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Tyrannus,savana,Small birds,31.9,NA,1,MIG,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1436,Volatinia jacarina,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Volatinia,jacarina,Small birds,9.95,5.08,1,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1437,Volatinia jacarina,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Thraupidae,Volatinia,jacarina,Small birds,9.95,5.08,1,RES,LC,Stable,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1438,Xolmis cinereus,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Passeriformes,Tyrannidae,Xolmis,cinereus,Small birds,57.1,NA,1,NA,LC,Decreasing,NA,NA,NA,NA,MAPizo unpublished,NA,Animal-oriented
1439,Penelope superciliaris,Casearia sylvestris,Mutualistic,Salicaceae,Casearia,sylvestris,BR-AC|BR-AL|BR-AM|BR-AP|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RO|BR-RR|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO,native,tree,4,5,1.3,22.8,red,2,NE,Aves,Craciformes,Cracidae,Penelope,superciliaris,Large birds,895,19.285,3,RES,LC,Decreasing,NA,NA,NA,NA,Zaca et al 2006,https://sora.unm.edu/node/119771,Animal-oriented
