ID ,Reference_number,Country,State,Municipality,Study_location,Latitude,Longitude,Precision,Size,Altitude,Annual_rainfall,Vegetation type,Protect_area,Matrix
sm152,69,Brazil,MG,Santo Antonio do Amparo,Fragmentos florestais Santo Antônio do Amparo,-20.91608611,-44.84009722,Precise,74,1050,1597,Semideciduous forest,No,Eucalipitus Pastures and Coffee plantation
sm153,69,Brazil,MG,Santo Antonio do Amparo,Corredor de vegetação Santo Antônio do Amparo,-20.912025,-44.85250278,Precise,8,1050,1597,Semideciduous forest,No,Eucalipitus Pastures and Coffee plantation
sm154,69,Brazil,MG,Santo Antonio do Amparo,Matriz de café Santo Antônio do Amparo,-20.912025,-44.85250278,Precise,300,1050,1597,Semideciduous forest,No,Eucalipitus Pastures and Coffee plantation
sm155,70,Brazil,RS,Cambará do Sul,Parque Nacional dos Aparados da Serra,-29.16666667,-50.08333333,Precise,10250,900,1850,Araucaria forest (Mixed ombrophilous),Yes,Pastures and agriculture
sm156,71,Brazil,MG,Lavras,Fragmento 1 Lavras,-21.29093889,-44.98702778,Precise,7.2,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm157,71,Brazil,MG,Lavras,Fragmento 2 Lavras,-21.29566111,-44.99483889,Precise,11.8,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm158,71,Brazil,MG,Lavras,Fragmento 3 Lavras,-21.29678611,-44.98645833,Precise,1.03,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm159,71,Brazil,MG,Lavras,Fragmento 4 Lavras,-21.30255,-44.99664444,Precise,7.4,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm160,71,Brazil,MG,Lavras,Fragmento 5 Lavras,-21.30369722,-44.98698056,Precise,7.8,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm161,71,Brazil,MG,Lavras,Corredor 1 Lavras,-21.294475,-44.98603889,Precise,1.2,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm162,71,Brazil,MG,Lavras,Corredor 2 Lavras,-21.294525,-44.99160833,Precise,1.7,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm163,71,Brazil,MG,Lavras,Corredor 3 Lavras,-21.300825,-44.99443333,Precise,2.2,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm164,71,Brazil,MG,Lavras,Corredor 4 Lavras,-21.30411667,-44.99407222,Precise,0.2,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm165,71,Brazil,MG,Lavras,Corredor 5 Lavras,-21.30488889,-44.99106111,Precise,0.7,950,1460,Semideciduous forest,No,Pastures and sugar cane
sm166,72,Brazil,SP,Rio Claro/Araras,Fazenda São José Rio Claro-Araras,-22.35975278,-47.47680833,Precise,230,630,NA,Semideciduous forest,No,Sugarcane plantations
sm167,73,Brazil,SP,Angatuba,Fazenda Três Lagoas e Fazenda Arca (floresta nativa) Angatuba,-23.38628889,-48.44067222,Precise,550,624,1215,Semideciduous forest,No,Pastures and Eucalyptus plantations
sm168,73,Brazil,SP,Angatuba,Fazenda Três Lagoas e Fazenda Arca (pasto abandonado) Angatuba,-23.36687222,-48.48902222,Precise,346,624,1215,Semideciduous forest,No,Pastures and Eucalyptus plantations
sm169,73,Brazil,SP,Angatuba,Fazenda Três Lagoas e Fazenda Arca (floresta de Eucalipto) Angatuba,-23.35159444,-48.46823333,Precise,2220,NA,1215,Araucaria forest (Mixed ombrophilous),No,Pastures and Eucalyptus plantations
sm170,76,Brazil,MG,Minduri/Carrancas,Chapada das Perdizes (Fragmento florestal 1) Minduri-Carrancas,-21.58224722,-44.56086111,Precise,7000,1400,1570,Semideciduous forest,No,Pastures and crops
sm171,76,Brazil,MG,Minduri/Carrancas,Chapada das Perdizes (Fragmento florestal 2) Minduri-Carrancas,-21.59679167,-44.56158889,Precise,7000,1300,1570,Semideciduous forest,No,Pastures and crops
sm172,76,Brazil,MG,Minduri/Carrancas,Chapada das Perdizes (floresta de neblina) Minduri-Carrancas,-21.59322222,-44.58386389,Precise,7000,1529,1570,Ombrophilous forest,No,Pastures and crops
sm173,76,Brazil,MG,Minduri/Carrancas,Chapada das Perdizes (campos naturais) Minduri-Carrancas,-21.59315,-44.56381111,Precise,7000,1527,1570,Semideciduous forest,No,Pastures and crops
sm174,77,Brazil,RS,Passo Fundo,Floresta Nacional de Passo Fundo,-28.32230278,-52.19166667,Precise,1358,781,2252,Araucaria forest (Mixed ombrophilous),Yes,Pastures Pinus and Eucaliptus
sm175,79,Brazil,SP,Sertaozinho,Usina Santa Elisa Vale Sertãozinho,-21.07611111,-48.00611111,Precise,1090,500,1500,Semideciduous forest,No,Sugarcane plantations
sm176,80,Brazil,MG,São João Del Rei,Fragmentos ao lado das Rodovias BR 383 (São João Del Rei-São Vicente) e MG 354 e MG335 (Luminários-Bom Sucesso),-21.26343333,-44.92475556,Precise,5,1180,1500,Semideciduous forest,No,Pastures Eucalyptus plantations Coffee plantations and crop rotation
sm177,81,Brazil,SP,Ibiuna,Planalto de Ibiúna Ibiúna,-23.76666667,-47.11666667,Precise,10000,1100,1350,Ombrophilous forest,No,Eucalyptus and Pinus plantations and agriculture (vegetables or corn)
sm178,82,Brazil,RS,Sertao,Parque Natural Municipal de Sertão Sertão,-28.04194444,-52.22444444,Precise,590.8,700,NA,Ombrophilous forest,Yes,Pastures and Agriculture (Wheat)
sm179,83,Brazil,SE,Estancia,Estancia (Fragmento 1),-11.262224,-37.420746,Precise,145,NA,1325,Ombrophilous forest,No,Pastures and Coconut palm groves
sm180,83,Brazil,SE,Estancia,Estancia (Fragmento 2),-11.25851111,-37.42264167,Precise,547,NA,1325,Ombrophilous forest,No,Pastures and Coconut palm groves
sm181,104,Brazil,RS,São Francisco de Paula,Floresta Nacional de São Francisco de Paula (floresta nativa),-29.42124167,-50.3922,Precise,1600,950,2252,Araucaria forest (Mixed ombrophilous),Yes,Forest and forest monoculture (Araucaria and Pinus)
sm182,104,Brazil,RS,São Francisco de Paula,Floresta Nacional de São Francisco de Paula (floresta plantada),-29.43045278,-50.39530278,Precise,1600,950,2252,Araucaria forest (Mixed ombrophilous),Yes,Forest and forest monoculture (Araucaria and Pinus)
sm183,84,Brazil,RS,São Francisco de Paula,Floresta Nacional de São Francisco de Paula,-29.423395,-50.391628,Precise,1606,950,2252,Araucaria forest (Mixed ombrophilous),Yes,Plantations of A. angustifolia P. taeda and P. elliottii
sm184,86,Brazil,SC,Blumenau/Indaial,Parque Natural Municipal Nascentes do Garcia Blumenau e Indaial,-27.04528611,-49.09931667,Precise,5400,1039,1700,Ombrophilous forest,Yes,Pastures and agriculture areas
sm185,87,Brazil,SP,Angatuba,Fazenda Três Lagoas Angatuba,-23.34472222,-48.46583333,Precise,3242,624,1215,Semideciduous forest,No,Pastures and Eucalyptus plantations
sm186,88,Brazil,MG,Santa Barbara,Estação de Pesquisa e Desenvolvimento Ambiental de Peti (rancho - floresta secundária jovem) Santa Bárbara,-19.87419444,-43.35276111,Precise,600,806,NA,Semideciduous forest,No,Pastures and Agriculture
sm187,88,Brazil,MG,Santa Barbara,Estação de Pesquisa e Desenvolvimento Ambiental de Peti (barragem - floresta secundária antiga) Santa Bárbara,-19.89776667,-43.37278333,Precise,600,806,NA,Semideciduous forest,No,Water Pastures and Agriculture
sm188,90,Brazil,SP,Piracicaba,"Campus ""Luiz de Queiroz"" Universidade de São Paulo (USP) Piracicaba",-22.69388333,-47.63189444,Precise,821,546,1200,Semideciduous forest,No,Agriculture
sm189,91,Brazil,PE,São Vicente Ferrer,São Vicente Férrer,-7.590833333,-35.49083333,Precise,150,NA,NA,Semideciduous forest,No,Bananas and grapes crops and sugarcane
sm190,93,Brazil,RS/SC,Torres,Parque Estadual Itapeva Torres,-29.36534722,-49.76476389,Precise,114,NA,1600.9,Deciduous forest,Yes,Pastures Agriculture and Urban Areas
sm191,94,Brazil,RJ,Teresopolis,Fazenda Boa Fé Teresópolis,-22.36335278,-42.93168889,Precise,40,2000,1649,Ombrophilous forest,No,Pastures and small agriculture areas
sm192,94,Brazil,RJ,Teresopolis,Fazenda Comarí Teresópolis,-22.45076389,-42.97033611,Precise,40,2000,1649,Ombrophilous forest,No,Pastures and small agriculture areas
sm193,95,Brazil,RJ,Guapimirim,Garrafão Parque Nacional Serra dos Órgãos Guapimirim,-22.47,-42.99722222,Not-Precise,20030,NA,NA,Ombrophilous forest,Yes,Forest
sm193,98,Brazil,RJ,Guapimirim,Garrafão Parque Nacional Serra dos Órgãos Guapimirim,-22.46666667,-42.98333333,Precise,20030,750,NA,Ombrophilous forest,Yes,Forest
sm193,105,Brazil,RJ,Guapimirim,Garrafão Parque Nacional Serra dos Órgãos Guapimirim,-22.47444444,-43.00722222,Precise,20000,750,2250,Ombrophilous forest,Yes,Forest
sm194,95,Brazil,RJ,Marica,Restinga de Barra de Maricá Maricá,-22.95833333,-42.83333333,Precise,50,NA,NA,Restinga,No,Urban Areas
sm195,96,Brazil,SP,Guarulhos,Pedra Grande Parque Estadual da Cantareira,-23.36666667,-46.6,Not-Precise,791652,NA,NA,Ombrophilous forest,Yes,Forest
sm196,97,Brazil,RS,Sao Francisco de Paula,Transecto campo-floresta contínua Centro de Pesquisas e Conservação da Natureza Pró-Mata São Francisco de Paula,-29.48697222,-50.201975,Precise,2252,930,2252,Araucaria forest (Mixed ombrophilous),Yes,Open field
sm197,97,Brazil,RS,Sao Francisco de Paula,Transecto campo-fragmento 1 Centro de Pesquisas e Conservação da Natureza Pró-Mata São Francisco de Paula,-29.48593889,-50.20655278,Precise,0.24,930,2252,Araucaria forest (Mixed ombrophilous),Yes,Open field
sm198,97,Brazil,RS,Sao Francisco de Paula,Transecto campo-fragmento 2 Centro de Pesquisas e Conservação da Natureza Pró-Mata São Francisco de Paula,-29.48288889,-50.20819444,Precise,0.22,930,2252,Araucaria forest (Mixed ombrophilous),Yes,Open field
sm199,97,Brazil,RS,Sao Francisco de Paula,Transecto campo-fragmento 3 Centro de Pesquisas e Conservação da Natureza Pró-Mata São Francisco de Paula,-29.47995556,-50.20571111,Precise,0.15,930,2252,Araucaria forest (Mixed ombrophilous),Yes,Open field
sm200,99,Brazil,ES,Santa Teresa,Estação Biológica de Santa Lúcia (área controle 1) Santa Teresa,-19.975418,-40.53154,Precise,840,830,1868,Ombrophilous forest,Yes,Eucalyptus and coffee plantations and pasturelands
sm201,99,Brazil,ES,Santa Teresa,Estação Biológica de Santa Lúcia (área controle 2) Santa Teresa,-19.97239444,-40.53934444,Precise,840,830,1868,Ombrophilous forest,Yes,Eucalyptus and coffee plantations and pasturelands
sm202,99,Brazil,ES,Santa Teresa,Estação Biológica de Santa Lúcia (área controle 3) Santa Teresa,-19.967537,-40.539663,Precise,840,830,1868,Ombrophilous forest,Yes,Eucalyptus and coffee plantations and pasturelands
sm203,99 / 136,Brazil,ES,Santa Teresa,Fragmento médio 1 Santa Teresa,-19.95408889,-40.58149167,Precise,197.6,810,1345,Ombrophilous forest,No,Coffee and Eucalyptus plantations and pastures
sm204,99 / 136,Brazil,ES,Santa Teresa,Fragmento médio 2 Santa Teresa,-19.95916667,-40.5975,Precise,158.9,810,1345,Ombrophilous forest,No,Eucalyptus and coffee plantations and pasturelands
sm205,99 / 136,Brazil,ES,Santa Teresa,Fragmento pequeno 1 Santa Teresa,-19.96666667,-40.58333333,Precise,9.1,873,1345,Ombrophilous forest,No,Eucalyptus and coffee plantations and pasturelands
sm206,99 / 136,Brazil,ES,Santa Teresa,Fragmento pequeno 2 Santa Teresa,-19.96666667,-40.58333333,Precise,7.6,NA,1345,Ombrophilous forest,No,Coffee and Eucalyptus plantations and pastures
sm207,99 / 136,Brazil,ES,Santa Teresa,Fragmento pequeno 3 Santa Teresa,-19.965148,-40.580537,Precise,2.8,NA,1345,Ombrophilous forest,No,Coffee and Eucalyptus plantations and pastures
sm208,100,Brazil,RS,Santa Maria,Campo de Instrução de Santa Maria Santa Maria,-29.79123333,-53.85144722,Precise,1500,NA,1625,Deciduous forest,No,Pasture
sm209,101,Brazil,SE,Itabaiana,Parque Nacional Serra de Itabaiana,-10.81461944,-37.29133333,Precise,7996,NA,NA,Ombrophilous forest,Yes,Pastures and small agriculture areas
sm210,102,Brazil,MG,Santa Cruz do Escalvado,Pingo D'Água Santa Cruz do Escalvado,-20.239902,-42.814249,Precise,78,NA,NA,Semideciduous forest,No,Hurban Area
sm211,102,Brazil,MG,Santa Cruz do Escalvado,São Sebastião do Soberbo Santa Cruz do Escalvado,-20.23783889,-42.82073611,Precise,78,NA,NA,Semideciduous forest,No,Hurban Area
sm212,102,Brazil,MG,Santa Cruz do Escalvado,Patrimônio Santa Cruz do Escalvado,-20.24856667,-42.87632222,Precise,46,NA,NA,Semideciduous forest,No,Hurban Area
sm213,106,Brazil,RJ,Guapimirim,Fragmento 1 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.5632,-42.96504722,Precise,49.6,200,NA,Ombrophilous forest,No,Secondary shrubby vegetation
sm214,106,Brazil,RJ,Guapimirim,Fragmento 2 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.56146389,-42.95436944,Precise,27.4,200,NA,Ombrophilous forest,No,Secondary shrubby vegetation
sm215,106,Brazil,RJ,Guapimirim,Fragmento 4 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.53036944,-42.86142222,Precise,33,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm216,106,Brazil,RJ,Guapimirim,Fragmento 5 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.54276944,-42.80493889,Precise,27.8,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm217,106,Brazil,RJ,Guapimirim,Fragmento 6 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.52228889,-42.79176944,Precise,15.5,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm218,106,Brazil,RJ,Guapimirim,Fragmento 9 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.58190556,-42.90448889,Precise,36.7,200,NA,Ombrophilous forest,No,Secondary shrubby vegetation
sm219,106,Brazil,RJ,Guapimirim,Fragmento 13 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.588225,-42.86252778,Precise,41.2,200,NA,Ombrophilous forest,No,Secondary shrubby vegetation
sm220,106,Brazil,RJ,Guapimirim,Fragmento 16 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.53703611,-42.90727222,Precise,70.3,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm221,106,Brazil,RJ,Guapimirim,Fragmento 17 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.53914444,-42.83087778,Precise,17.7,200,NA,Ombrophilous forest,No,Secondary shrubby vegetation
sm222,106,Brazil,RJ,Guapimirim,Fragmento 18 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.54323611,-42.83827222,Precise,10.3,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm223,106,Brazil,RJ,Guapimirim,Fragmento 19 Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.46721944,-42.75900556,Precise,22.4,200,NA,Ombrophilous forest,No,Pastures and small agriculture areas
sm224,106,Brazil,RJ,Guapimirim,Controle A Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.51120833,-42.87679167,Precise,11460,200,NA,Ombrophilous forest,No,Forest
sm225,106,Brazil,RJ,Guapimirim,Controle B Bacia Hidrográfica do Rio Macacu Guapimirim e Cachoeiras de Macacu,-22.50680278,-42.85708611,Precise,11460,200,NA,Ombrophilous forest,No,Forest
sm226,107,Brazil,RS,Pelotas,Horto Botânico Irmão Teodoro Luis,-31.81409444,-52.42901389,Precise,27,NA,NA,Deciduous forest,Yes,Agriculture Swamp and open field
sm227,108,Brazil,PR,Guaraquecaba,Reserva Natural Salto Morato (floresta primária) Guaraqueçaba,-25.1523,-48.25750278,Precise,2340,900,NA,Ombrophilous forest,Yes,Forest
sm228,108,Brazil,PR,Guaraquecaba,Reserva Natural Salto Morato (floresta secundária) Guaraqueçaba,-25.149423,-48.241355,Precise,2340,900,NA,Ombrophilous forest,Yes,Forest
sm229,109,Brazil,RJ, Silva Jardim,Fragmento A Fazenda Rio Preto Silva Jardim,-22.54236944,-42.32699444,Precise,4008,NA,2048,Ombrophilous forest,No,Pasturelands
sm230,109,Brazil,RJ, Silva Jardim,Fragmento B Fazenda Rio Preto Silva Jardim,-22.53337778,-42.32482778,Precise,123,NA,2048,Ombrophilous forest,No,Pasturelands
sm231,109,Brazil,RJ, Silva Jardim,Corredor A-B Fazenda Rio Preto Silva Jardim,-22.53568333,-42.32624167,Precise,0.29,NA,2048,Ombrophilous forest,No,Pasturelands
sm232,109,Brazil,RJ, Silva Jardim,Matriz 1 Fazenda Rio Preto Silva Jardim,-22.53538056,-42.32640556,Precise,0.15,NA,2048,Ombrophilous forest,No,Pasturelands
sm233,109,Brazil,RJ, Silva Jardim,Fragmento C Fazendas Vale do Cedro e Santa Helena Silva Jardim,-22.53206944,-42.35631111,Precise,73,NA,2048,Ombrophilous forest,No,Pasturelands
sm234,109,Brazil,RJ, Silva Jardim,Fragmento D Fazendas Vale do Cedro e Santa Helena Silva Jardim,-22.52737222,-42.34738611,Precise,266,NA,2048,Ombrophilous forest,No,Pasturelands
sm235,109,Brazil,RJ, Silva Jardim,Corredor C-D Fazendas Vale do Cedro e Santa Helena Silva Jardim,-22.53178611,-42.35105,Precise,1.5,NA,2048,Ombrophilous forest,No,Pasturelands
sm236,110,Brazil,RS,Palmares do Sul,Mata de restinga 1 Lagoa da Porteira Fazenda Marcelina,-30.36526389,-50.34871667,Precise,37,NA,1300,Deciduous forest,No,Grasslands ans Pinus elliottii forest
sm237,110,Brazil,RS,Palmares do Sul,Mata de Pinus 1 Lagoa da Porteira Fazenda Marcelina,-30.38028333,-50.33574167,Precise,17,NA,1300,Deciduous forest,No,Grasslands ans Pinus elliottii forest
sm238,110,Brazil,RS,Palmares do Sul,Mata de restinga 2 Lagoa do Potreirinho Fazenda Duas Lagoas,-30.38915278,-50.34755556,Precise,7,NA,1300,Deciduous forest,No,Grasslands ans Pinus elliottii forest
sm239,110,Brazil,RS,Palmares do Sul,Mata de Pinus 2 Lagoa da Porteira Fazenda Marcelina,-30.38082222,-50.35478611,Precise,34,NA,1300,Deciduous forest,No,Grasslands ans Pinus elliottii forest
sm240,112,Brazil,BA,Una,Área de cabruca Fazenda Jueirana,-15.20638889,-39.16583333,Precise,190,NA,1550,Ombrophilous forest,No,Forest
sm241,113,Brazil,ES,Viana,Coacas município de Viana,-20.37426667,-40.45941944,Precise,216,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm242,113,Brazil,ES,Viana,Fazenda Boa Baixa município de Viana,-40.456318,-20.391206,Precise,63,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm243,113,Brazil,ES,Viana,Formate município de Viana,-20.36689444,-40.48321667,Precise,333,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm244,113,Brazil,ES,Viana,Perobas município de Viana,-20.38443056,-40.44819444,Precise,110,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm245,113,Brazil,ES,Viana,Pimenta município de Viana,-20.37916667,-40.46833333,Precise,50,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm246,113,Brazil,ES,Viana,Povoação município de Viana,-20.39327778,-40.43291111,Precise,138,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm247,113,Brazil,ES,Viana,Ribeira município de Viana,-20.385843,-40.452854,Precise,80,NA,NA,Ombrophilous forest,No,Forest remnants and banana plantations
sm248,114,Brazil,ES,Anchieta,Área de capoeirão Samarco Mineração S.A. Anchieta,-20.774956,-40.602418,Precise,390,NA,NA,Ombrophilous forest,No,Eucalipto plantations pasturelands small native fragments
sm249,114,Brazil,ES,Anchieta,Área de capoeirinha Samarco Mineração S.A. Anchieta,-20.77048,-40.605525,Precise,390,NA,NA,Ombrophilous forest,No,Eucalipto plantations pasturelands small native fragments
sm250,114,Brazil,ES,Anchieta,Área de alagado Samarco Mineração S.A. Anchieta,-20.776389,-40.590658,Precise,390,NA,NA,Ombrophilous forest,No,Eucalipto plantations pasturelands small native fragments
sm251,114,Brazil,ES,Anchieta,Área de vegetação exótica (Leocaena leucocephala) Samarco Mineração S.A. Anchieta,-20.775,-40.59166667,Not-Precise,390,NA,NA,Ombrophilous forest,No,Eucalipto plantations pasturelands small native fragments
sm252,115,Brazil,SC,Timbe do Sul,Barragem do Rio do Salto Timbé do Sul,-28.84298333,-49.76307222,Precise,420,NA,NA,Ombrophilous forest,No,Farming (tobacco corn and rice) Eucalyptus plantations and pasturelands
sm253,115,Brazil,SC,Chapeco,Reserva Indígena Aldeia Condá Chapecó,-27.21666667,-52.56666667,Precise,2253.9,NA,NA,Deciduous forest,No,Secundary forest and capoeira fragments
sm254,115,Brazil,SC,Sideropolis,Barragem do Rio São Bento Siderópolis,-28.621773,-49.587794,Precise,9316,NA,1983,Ombrophilous forest,No,Forest
sm255,116,Brazil,PE,Muçuroca,Diversas localidades no Estado de Pernambuco,-7.874908,-35.066725,Precise,8404,NA,NA,Semideciduous forest,No,Pastures and agriculture
sm256,21,Brazil,BA,Cairu,Fazenda Subau?ma,-13.52531687,-39.03534834,Precise,3446,70,NA,Ombrophilous forest,No,River
sm257,21,Brazil,BA,Nilo Pec?anha  ,Fazenda Sa?o Joa?o,-13.70101,-39.23266611,Precise,914,190,NA,Ombrophilous forest,No,Forest
sm258,21,Brazil,BA,Wenceslau Guimara?es,Estac?a?o Ecolo?gica Nova Esperanc?a,-13.57885252,-39.70672081,Precise,2210,470,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm259,21,Brazil,BA,Camamu,Projeto de assentamento Zumbi dos Palmares Faz. Pedra Formosa,-14.01800265,-39.14331956,Precise,7530,120,NA,Ombrophilous forest,No,Pastures
sm260,21,Brazil,BA,Ibirapitanga,Fazenda Pedra formosa,-13.95282263,-39.45117398,Precise,1897,270,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm261,21,Brazil,BA,Itamari,Fazenda São Roque,-13.86489774,-39.67267109,Precise,2025,720,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm262,21,Brazil,BA,Uruc?uca,Fazenda Caititu,-14.42416018,-39.060451,Precise,10224,140,NA,Ombrophilous forest,No,Agriculture mixed
sm263,21,Brazil,BA,Itacare?,Fazenda Rio Capitão,-14.34358133,-39.08694367,Precise,89,60,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed
sm264,21,Brazil,BA,Una,RPPN Ecoparque de Una,-15.16645801,-39.05979118,Precise,20128,60,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed
sm265,21,Brazil,BA,Arataca,Fazenda Orion Serra das Lontras,-15.19722743,-39.39112172,Precise,3135,520,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm266,21,Brazil,BA,Jussari,RPPN Serra do Teimoso,-15.15521818,-39.52699019,Precise,2228,250,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed
sm267,21,Brazil,BA,Una,Reserva Biológica de Una,-15.17197271,-39.06116118,Precise,20128,30,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed
sm268,21,Brazil,BA,Canavieiras,Fazenda Monte Cristo,-15.61988985,-39.16129992,Precise,220,20,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm269,21,Brazil,BA,Belmonte,Fazenda Taquara,-15.97362667,-39.37371651,Precise,2324,170,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm270,21,Brazil,BA,Itapebi,Fazenda Palmeiras,-15.92691691,-39.63588308,Precise,3215,290,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm271,21,Brazil,BA,Porto Seguro,RPPN Estac?a?o Veracruz,-16.3243541,-39.12103841,Precise,8090,82,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed Eucalyptus
sm272,21,Brazil,BA,Santa Cruz de Cabra?lia,Mata da Cara Branca Veracel Celulose ,-16.28635659,-39.42411603,Precise,230,110,NA,Ombrophilous forest,No,Eucalyptus
sm273,21,Brazil,BA, Guaratinga,Fazenda Bela Vista,-16.59929415,-39.91401896,Precise,465,320,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm274,21,Brazil,BA,Prado,Parque Nacional do Descobrimento ,-17.10670621,-39.33979006,Precise,18126,70,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed
sm275,21,Brazil,BA,Teixeira de Freitas,Fazenda Alcoprado,-17.29201004,-39.67306776,Precise,574,110,NA,Ombrophilous forest,No,Eucalyptus
sm276,21,Brazil,BA,Itamaraju,Fazenda Princesa do Pajaú,-17.16923531,-39.84181143,Precise,1450,150,NA,Ombrophilous forest,No,Pastures and Agriculture mixed
sm277,21,Brazil,BA,Porto Seguro ,Parque Nacional do Pau Brasil,-16.51221943,-39.30364943,Precise,17629,80,NA,Ombrophilous forest,Yes,Pastures and Agriculture mixed Eucalyptus
sm278,24,Brazil,SP,Cotia,Reserva Florestal do Morro Grande Cotia,-23.744156,-46.996624,Precise,114,1075,1350,Ombrophilous forest,Yes,Forest
sm279,85,Brazil,SP,Cotia,Reserva Florestal do Morro Grande-M1,-23.67196892,-46.96019254,Precise,9400,1100,1515,Ombrophilous forest,Yes,Forest
sm280,85,Brazil,SP,Cotia,Reserva Florestal do Morro Grande-M2,-23.6827885,-46.94924609,Precise,9400,1100,1515,Ombrophilous forest,Yes,Forest
sm281,85,Brazil,SP,Cotia,Reserva Florestal do Morro Grande-M3,-23.71624347,-46.95407762,Precise,9400,1100,1515,Ombrophilous forest,Yes,Forest
sm282,117,Brazil,SC,Florianópolis,Ilha de Ratones Grande SC,-27.476315,-48.56278,Not-Precise,19,34,NA,Ombrophilous forest and Mangroove,Yes,Ocean
sm282,118,Brazil,SC,Florianópolis,Ilha de Ratones Grande SC,-27.476315,-48.56278,Not-Precise,19,34,NA,Ombrophilous forest and Mangroove,Yes,Ocean
sm283,120,Brazil,SC,Florianópolis,Ilha de Santa Catarina,-27.596468,-48.510379,Not-Precise,14,19,NA,Ombrophilous forest,No,Urban Areas
sm284,121,Brazil,SC,Florianópolis,Parque Municipal da Lagoa do Peri Ilha Santa Catarina,-27.596468,-48.510379,Not-Precise,2030,111,NA,Ombrophilous forest,Yes,Urban and small agriculture
sm285,122,Brazil,SC,Florianópolis,Arquipelago de Moleques do Sul Parque Estadual da Serra do Tabuleiro,-27.845925,-48.431207,Not-Precise,9.86,31,188,Ombrophilous forest and Steppe (Campos sulinos),Yes,Ocean
sm286,123,Brazil,SC,Blumenau/Indaial,Parque Natural Municipal Nascentes do Garcia,-27.049444,-49.149167,Not-Precise,5800,732,NA,Ombrophilous forest,Yes,Forest
sm287,124,Brazil,SC,Florianópolis,Unidade de Conservação Ambiental Desterro,-27.527656,-48.5096,Not-Precise,490,211,NA,Ombrophilous forest,Yes,Urban and forest
sm287,124 / 125,Brazil,SC,Florianópolis,Unidade de Conservação Ambiental Desterro,-27.527656,-48.5096,Not-Precise,490,211,NA,Ombrophilous forest,Yes,Urban and forest
sm288,126,Brazil,SC,São Francisco do Sul,Parque Estadual Acarai,-26.262085,-48.530077,Not-Precise,6667,11,NA,Ombrophilous forest and Restinga,Yes,ocean restinga field and urban
sm289,127,Brazil,SC,Benedito novo,Reserva Biologia Estadual do Sassafras,-26.7,-49.666667,Not-Precise,1361,950,1450,Ombrophilous  forest and Auracaria forest,Yes,Forest and field
