id_cod,Order,Family,Species,English _Name,IUCN_Status,Endemic _Atlantic_Forest
1,Tinamiformes,Tinamidae,Tinamus solitarius,Solitary Tinamou,NT,X
2,Tinamiformes,Tinamidae,Crypturellus soui,Little Tinamou,LC,
3,Tinamiformes,Tinamidae,Crypturellus obsoletus,Brown Tinamou,LC,
4,Tinamiformes,Tinamidae,Crypturellus undulatus,Undulated Tinamou,LC,
5,Tinamiformes,Tinamidae,Crypturellus noctivagus,Yellow-legged Tinamou,NT,X
6,Tinamiformes,Tinamidae,Crypturellus variegatus,Variegated Tinamou,LC,
7,Tinamiformes,Tinamidae,Crypturellus tataupa,Tataupa Tinamou,LC,
8,Tinamiformes,Tinamidae,Rhynchotus rufescens,Red-winged Tinamou,LC,
9,Tinamiformes,Tinamidae,Nothura boraquira,White-bellied Nothura,LC,
10,Tinamiformes,Tinamidae,Nothura maculosa,Spotted Nothura,LC,
11,Anseriformes,Anhimidae,Anhima cornuta,Horned Screamer,LC,
12,Anseriformes,Anhimidae,Chauna torquata,Southern Screamer,LC,
13,Anseriformes,Anatidae,Dendrocygna bicolor,Fulvous Whistling-Duck,LC,
14,Anseriformes,Anatidae,Dendrocygna viduata,White-faced Whistling-Duck,LC,
15,Anseriformes,Anatidae,Dendrocygna autumnalis,Black-bellied Whistling-Duck,LC,
16,Anseriformes,Anatidae,Cygnus melancoryphus,Black-necked Swan,LC,
17,Anseriformes,Anatidae,Cairina moschata,Muscovy Duck,LC,
18,Anseriformes,Anatidae,Sarkidiornis sylvicola,Comb Duck,LC,
19,Anseriformes,Anatidae,Amazonetta brasiliensis,Brazilian Teal,LC,
20,Anseriformes,Anatidae,Anas flavirostris,Yellow-billed Teal,LC,
21,Anseriformes,Anatidae,Anas georgica,Yellow-billed Pintail,LC,
22,Anseriformes,Anatidae,Anas bahamensis,White-cheeked Pintail,LC,
23,Anseriformes,Anatidae,Netta erythrophthalma,Southern Pochard,LC,
24,Anseriformes,Anatidae,Netta peposaca,Rosy-billed Pochard,LC,
25,Anseriformes,Anatidae,Nomonyx dominicus,Masked Duck,LC,
26,Galliformes,Cracidae,Penelope superciliaris,Rusty-margined Guan,LC,
27,Galliformes,Cracidae,Penelope obscura,Dusky-legged Guan,LC,X
28,Galliformes,Cracidae,Aburria jacutinga,Black-fronted Piping-Guan,LC,X
29,Galliformes,Cracidae,Ortalis guttata,Speckled Chachalaca,LC,X
30,Galliformes,Cracidae,Ortalis squamata,Scaled Chachalaca,LC,X
31,Galliformes,Cracidae,Crax blumenbachii,Red-billed Curassow,EN,X
32,Galliformes,Odontophoridae,Odontophorus capueira,Spot-winged Wood-Quail,LC,X
33,Podicipediformes,Podicipedidae,Rollandia rolland,White-tufted Grebe,LC,
34,Podicipediformes,Podicipedidae,Tachybaptus dominicus,Least Grebe,LC,
35,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-billed Grebe,LC,
36,Podicipediformes,Podicipedidae,Podicephorus major,Great Grebe,LC, 
37,Sphenisciformes,Spheniscidae,Spheniscus magellanicus,Magellanic Penguin,NT,
38,Procellariiformes,Diomedeidae,Thalassarche chlororhynchos,Yellow-nosed Albatross,EN,
39,Procellariiformes,Diomedeidae,Thalassarche melanophris,Black-browed Albatross,NT,
40,Procellariiformes,Diomedeidae,Thalassarche chrysostoma,Gray-headed Albatross,EN,
41,Procellariiformes,Diomedeidae,Diomedea epomophora,Royal Albatross,VU,
42,Procellariiformes,Diomedeidae,Diomedea exulans,Wandering Albatross,VU,
43,Procellariiformes,Procellariidae,Macronectes giganteus,Southern Giant-Petrel,LC,
44,Procellariiformes,Procellariidae,Fulmarus glacialoides,Southern Fulmar,LC,
45,Procellariiformes,Procellariidae,Daption capense,Cape Petrel,LC,
46,Procellariiformes,Procellariidae,Pterodroma incerta,Atlantic Petrel,EN,
47,Procellariiformes,Procellariidae,Pterodroma lessonii,White-headed Petrel,LC,
48,Procellariiformes,Procellariidae,Pachyptila vittata,Broad-billed Prion,LC,
49,Procellariiformes,Procellariidae,Pachyptila desolata,Antarctic Prion,LC,
50,Procellariiformes,Procellariidae,Pachyptila belcheri,Slender-billed Prion,LC,
51,Procellariiformes,Procellariidae,Procellaria aequinoctialis,White-chinned Petrel,VU,
52,Procellariiformes,Procellariidae,Calonectris borealis,Cory's Shearwater,LC,
53,Procellariiformes,Procellariidae,Puffinus griseus,Sooty Shearwater,LC,
54,Procellariiformes,Procellariidae,Puffinus gravis,Great Shearwater,LC,
55,Procellariiformes,Procellariidae,Puffinus puffinus,Manx Shearwater,LC,
56,Procellariiformes,Hydrobatidae,Oceanites oceanicus,Wilson's Storm-Petrel,LC,
57,Procellariiformes,Phaethontidae,Phaethon aethereus,Red-billed Tropicbird,LC,
58,Ciconiiformes,Ciconiidae,Ciconia maguari,Maguari Stork,LC,
59,Ciconiiformes,Ciconiidae,Jabiru mycteria,Jabiru,LC,
60,Ciconiiformes,Ciconiidae,Mycteria americana,Wood Stork,LC,
61,Ciconiiformes,Fregatidae,Fregata magnificens,Magnificent Frigatebird,LC,
62,Ciconiiformes,Sulidae,Sula leucogaster,Brown Booby,LC,
63,Ciconiiformes,Phalacrocoracidae,Nannopterum brasilianus,Neotropic Cormorant,LC,
64,Ciconiiformes,Anhingidae,Anhinga anhinga,Anhinga,LC,
65,Pelecaniforme,Ardeidae,Tigrisoma lineatum,Rufescent Tiger-Heron,LC,
66,Pelecaniforme,Ardeidae,Tigrisoma fasciatum,Fasciated Tiger-Heron,LC,
67,Pelecaniforme,Ardeidae,Cochlearius cochlearius,Boat-billed Heron,LC,
68,Pelecaniforme,Ardeidae,Ixobrychus exilis,Least Bittern,LC,
69,Pelecaniforme,Ardeidae,Ixobrychus involucris,Stripe-backed Bittern,LC,
70,Pelecaniforme,Ardeidae,Nycticorax nycticorax,Black-crowned Night-Heron,LC,
71,Pelecaniforme,Ardeidae,Nyctanassa violacea,Yellow-crowned Night-Heron,LC,
72,Pelecaniforme,Ardeidae,Butorides striata,Striated Heron,LC,
73,Pelecaniforme,Ardeidae,Bubulcus ibis,Cattle Egret,LC,
74,Pelecaniforme,Ardeidae,Ardea cocoi,Cocoi Heron,LC,
75,Pelecaniforme,Ardeidae,Ardea alba,Great Egret,LC,
76,Pelecaniforme,Ardeidae,Syrigma sibilatrix,Whistling Heron,LC,
77,Pelecaniforme,Ardeidae,Pilherodius pileatus,Capped Heron,LC,
78,Pelecaniforme,Ardeidae,Egretta thula,Snowy Egret,LC,
79,Pelecaniforme,Ardeidae,Egretta caerulea,Little Blue Heron,LC,
80,Pelecaniforme,Threskiornithidae,Eudocimus ruber,Scarlet Ibis,LC,
81,Pelecaniforme,Threskiornithidae,Plegadis chihi,White-faced Ibis,LC,
82,Pelecaniforme,Threskiornithidae,Mesembrinibis cayennensis,Green Ibis,LC,
83,Pelecaniforme,Threskiornithidae,Phimosus infuscatus,Bare-faced Ibis,LC,
84,Pelecaniforme,Threskiornithidae,Theristicus caudatus,Buff-necked Ibis,LC,
85,Pelecaniforme,Threskiornithidae,Platalea ajaja,Roseate Spoonbill,LC,
86,Cathartiformes,Cathartidae ,Cathartes aura,Turkey Vulture,LC,
87,Cathartiformes,Cathartidae ,Cathartes burrovianus,Lesser Yellow-headed Vulture,LC,
88,Cathartiformes,Cathartidae ,Coragyps atratus,Black Vulture,LC,
89,Cathartiformes,Cathartidae ,Sarcoramphus papa,King Vulture,LC,
90,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,LC,
91,Accipitriformes,Accipitridae,Leptodon cayanensis,Gray-headed Kite,LC,
92,Accipitriformes,Accipitridae,Chondrohierax uncinatus,Hook-billed Kite,LC,
93,Accipitriformes,Accipitridae,Elanoides forficatus,Swallow-tailed Kite,LC,
94,Accipitriformes,Accipitridae,Gampsonyx swainsonii,Pearl Kite,LC,
95,Accipitriformes,Accipitridae,Elanus leucurus,White-tailed Kite,LC,
96,Accipitriformes,Accipitridae,Harpagus bidentatus,Double-toothed Kite,LC,
97,Accipitriformes,Accipitridae,Harpagus diodon,Rufous-thighed Kite,LC,
98,Accipitriformes,Accipitridae,Circus buffoni,Long-winged Harrier,LC,
99,Accipitriformes,Accipitridae,Accipiter poliogaster,Gray-bellied Hawk,NT,
100,Accipitriformes,Accipitridae,Accipiter superciliosus,Tiny Hawk,LC,
101,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-shinned Hawk,LC,
102,Accipitriformes,Accipitridae,Accipiter bicolor,Bicolored Hawk,LC,
103,Accipitriformes,Accipitridae,Ictinia plumbea,Plumbeous Kite,LC,
104,Accipitriformes,Accipitridae,Rostrhamus sociabilis,Snail Kite,LC,
105,Accipitriformes,Accipitridae,Geranospiza caerulescens,Crane Hawk,LC,
106,Accipitriformes,Accipitridae,Heterospizias meridionalis,Savanna Hawk,LC,
107,Accipitriformes,Accipitridae,Amadonastur lacernulatus,White-necked Hawk,LC,X
108,Accipitriformes,Accipitridae,Urubitinga urubitinga,Great Black Hawk,LC,
109,Accipitriformes,Accipitridae,Urubitinga coronata,Crowned Eagle,LC,
110,Accipitriformes,Accipitridae,Rupornis magnirostris,Roadside Hawk,LC,
111,Accipitriformes,Accipitridae,Parabuteo unicinctus,Harris's Hawk,LC,
112,Accipitriformes,Accipitridae,Geranoaetus albicaudatus,White-tailed Hawk,LC,
113,Accipitriformes,Accipitridae,Pseudastur polionotus,Mantled Hawk,NT,X
114,Accipitriformes,Accipitridae,Harpia harpyja,Harpy Eagle,NT,
115,Accipitriformes,Accipitridae,Spizaetus tyrannus,Black Hawk-Eagle,LC,
116,Accipitriformes,Accipitridae,Spizaetus melanoleucus,Black-and-white Hawk-Eagle,LC,
117,Accipitriformes,Accipitridae,Spizaetus ornatus,Ornate Hawk-Eagle,NT,
118,Gruiformes,Aramidae,Aramus guarauna,Limpkin,LC,
119,Gruiformes,Rallidae ,Micropygia schomburgkii,Ocellated Crake,LC,
120,Gruiformes,Rallidae ,Rallus longirostris,Mangrove Rail,LC,
121,Gruiformes,Rallidae ,Aramides ypecaha,Giant Wood-Rail,LC,
122,Gruiformes,Rallidae ,Aramides mangle,Little Wood-Rail,LC,
123,Gruiformes,Rallidae ,Aramides cajaneus,Gray-necked Wood-Rail,LC,
124,Gruiformes,Rallidae ,Aramides saracura,Slaty-breasted Wood-Rail,LC,X
125,Gruiformes,Rallidae ,Laterallus viridis,Russet-crowned Crake,LC,
126,Gruiformes,Rallidae ,Laterallus melanophaius,Rufous-sided Crake,LC,
127,Gruiformes,Rallidae ,Laterallus exilis,Gray-breasted Crake,LC,
128,Gruiformes,Rallidae ,Laterallus leucopyrrhus,Red-and-white Crake,LC,
129,Gruiformes,Rallidae ,Porzana flaviventer,Yellow-breasted Crake,LC,
130,Gruiformes,Rallidae ,Mustelirallus albicollis,Ash-throated Crake,LC,
131,Gruiformes,Rallidae ,Neocrex erythrops,Paint-billed Crake,LC,
132,Gruiformes,Rallidae ,Pardirallus maculatus,Spotted Rail,LC,
133,Gruiformes,Rallidae ,Pardirallus nigricans,Blackish Rail,LC,
134,Gruiformes,Rallidae ,Pardirallus sanguinolentus,Plumbeous Rail,LC, 
135,Gruiformes,Rallidae ,Gallinula galeata,Common Gallinule,LC,
136,Gruiformes,Rallidae ,Porphyriops melanops,Spot-flanked Gallinule,LC,
137,Gruiformes,Rallidae ,Porphyrio martinicus,Purple Gallinule,LC, 
138,Gruiformes,Rallidae ,Porphyrio flavirostris,Azure Gallinule,LC,
139,Gruiformes,Rallidae ,Fulica armillata,Red-gartered Coot,LC,
140,Gruiformes,Rallidae ,Fulica leucoptera,White-winged Coot,LC,
141,Gruiformes,Rallidae ,Heliornis fulica,Sungrebe,LC,
142,Charadriiformes,Charadriidae ,Vanellus cayanus,Pied Lapwing,LC,
143,Charadriiformes,Charadriidae ,Vanellus chilensis,Southern Lapwing,LC,
144,Charadriiformes,Charadriidae ,Pluvialis dominica,American Golden-Plover,LC,
145,Charadriiformes,Charadriidae ,Pluvialis squatarola,Black-bellied Plover,LC,
146,Charadriiformes,Charadriidae ,Charadrius semipalmatus,Semipalmated Plover,LC,
147,Charadriiformes,Charadriidae ,Charadrius collaris,Collared Plover,LC,
148,Charadriiformes,Charadriidae ,Charadrius falklandicus,Two-banded Plover,LC,
149,Charadriiformes,Charadriidae ,Charadrius modestus,Rufous-chested Dotterel,LC,
150,Charadriiformes,Haematopodidae,Haematopus palliatus,American Oystercatcher,LC,
151,Charadriiformes,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,LC,
152,Charadriiformes,Recurvirostridae,Himantopus melanurus,White-backed Stilt,LC,
153,Charadriiformes,Chionidae,Chionis albus,Snowy Sheathbill,LC,
154,Charadriiformes,Scolopacidae,Gallinago paraguaiae,South American Snipe,LC,
155,Charadriiformes,Scolopacidae,Gallinago undulata,Giant Snipe,LC,
156,Charadriiformes,Scolopacidae,Limnodromus griseus,Short-billed Dowitcher,LC,
157,Charadriiformes,Scolopacidae,Limosa haemastica,Hudsonian Godwit,LC,
158,Charadriiformes,Scolopacidae,Numenius borealis,Eskimo Curlew,CR,
159,Charadriiformes,Scolopacidae,Numenius hudsonicus,American Whimbrel,LC,
160,Charadriiformes,Scolopacidae,Bartramia longicauda,Upland Sandpiper,LC,
161,Charadriiformes,Scolopacidae,Actitis macularius,Spotted Sandpiper,LC,
162,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,LC,
163,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,LC,
164,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,LC,
165,Charadriiformes,Scolopacidae,Calidris canutus,Red Knot,NT,
166,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,LC,
167,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,NT,
168,Charadriiformes,Scolopacidae,Calidris minutilla,Least Sandpiper,LC,
169,Charadriiformes,Scolopacidae,Calidris fuscicollis,White-rumped Sandpiper,LC,
170,Charadriiformes,Scolopacidae,Calidris bairdii,Baird's Sandpiper,LC,
171,Charadriiformes,Scolopacidae,Calidris melanotos,Pectoral Sandpiper,LC,
172,Charadriiformes,Scolopacidae,Calidris himantopus,Stilt Sandpiper,LC,
173,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,LC,
174,Charadriiformes,Jacanidae,Jacana jacana,Wattled Jacana,LC,
175,Charadriiformes,Rostratulidae,Nycticryphes semicollaris,South American Painted-Snipe,LC,
176,Charadriiformes,Stercorariidae,Stercorarius skua,Great Skua,LC,
177,Charadriiformes,Stercorariidae,Stercorarius maccormicki,South Polar Skua,LC,
178,Charadriiformes,Stercorariidae,Stercorarius pomarinus,Pomarine Jaeger,LC,
179,Charadriiformes,Stercorariidae,Stercorarius parasiticus,Parasitic Jaeger,LC,
180,Charadriiformes,Stercorariidae,Stercorarius longicaudus,Long-tailed Jaeger,LC,
181,Charadriiformes,Laridae,Chroicocephalus maculipennis,Brown-hooded Gull,LC,
182,Charadriiformes,Laridae,Chroicocephalus cirrocephalus,Gray-hooded Gull,LC,
183,Charadriiformes,Laridae,Leucophaeus atricilla,Laughing Gull,LC,
184,Charadriiformes,Laridae,Larus dominicanus,Kelp Gull,LC,
185,Charadriiformes,Sternidae,Anous stolidus,Brown Noddy,LC,
186,Charadriiformes,Sternidae,Sternula superciliaris,Yellow-billed Tern,LC,
187,Charadriiformes,Sternidae,Phaetusa simplex,Large-billed Tern,LC,
188,Charadriiformes,Sternidae,Gelochelidon nilotica,Gull-billed Tern,LC,
189,Charadriiformes,Sternidae,Chlidonias niger,Black Tern,LC,
190,Charadriiformes,Sternidae,Sterna hirundo,Common Tern,LC,
191,Charadriiformes,Sternidae,Sterna hirundinacea,South American Tern,LC,
192,Charadriiformes,Sternidae,Sterna trudeaui,Snowy-crowned Tern,LC,
193,Charadriiformes,Sternidae,Thalasseus acuflavidus,Cabot's Tern,LC,
194,Charadriiformes,Sternidae,Thalasseus maximus,Royal Tern,LC,
195,Charadriiformes,Rynchopidae,Rynchops niger,Black Skimmer,LC,
196,Columbiformes,Columbidae,Columbina passerina,Common Ground-Dove,LC,
197,Columbiformes,Columbidae,Columbina minuta,Plain-breasted Ground-Dove,LC,
198,Columbiformes,Columbidae,Columbina talpacoti,Ruddy Ground-Dove,LC,
199,Columbiformes,Columbidae,Columbina squammata,Scaled Dove,LC,
200,Columbiformes,Columbidae,Columbina picui,Picui Ground-Dove,LC,
201,Columbiformes,Columbidae,Claravis pretiosa,Blue Ground-Dove,LC,
202,Columbiformes,Columbidae,Claravis geoffroyi,Purple-winged Ground-Dove,CR,X
203,Columbiformes,Columbidae,Columba livia,Rock Pigeon,LC,
204,Columbiformes,Columbidae,Patagioenas speciosa,Scaled Pigeon,LC,
205,Columbiformes,Columbidae,Patagioenas picazuro,Picazuro Pigeon,LC,
206,Columbiformes,Columbidae,Patagioenas cayennensis,Pale-vented Pigeon,LC,
207,Columbiformes,Columbidae,Patagioenas plumbea,Plumbeous Pigeon,LC,
208,Columbiformes,Columbidae,Zenaida auriculata,Eared Dove,LC,
209,Columbiformes,Columbidae,Leptotila verreauxi,White-tipped Dove,LC,
210,Columbiformes,Columbidae,Leptotila rufaxilla,Gray-fronted Dove,LC,
211,Columbiformes,Columbidae,Geotrygon violacea,Violaceous Quail-Dove,LC,
212,Columbiformes,Columbidae,Geotrygon montana,Ruddy Quail-Dove,LC,
213,Cuculiformes,Cuculidae,Micrococcyx cinereus,Ash-colored Cuckoo,LC,
214,Cuculiformes,Cuculidae,Piaya cayana,Squirrel Cuckoo,LC,
215,Cuculiformes,Cuculidae,Coccyzus melacoryphus,Dark-billed Cuckoo,LC,
216,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-billed Cuckoo,LC,
217,Cuculiformes,Cuculidae,Coccyzus euleri,Pearly-breasted Cuckoo,LC,
218,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-billed Cuckoo,LC,
219,Cuculiformes,Cuculidae,Crotophaga major,Greater Ani,LC,
220,Cuculiformes,Cuculidae,Crotophaga ani,Smooth-billed Ani,LC,
221,Cuculiformes,Cuculidae,Guira guira,Guira Cuckoo,LC,
222,Cuculiformes,Cuculidae,Tapera naevia,Striped Cuckoo,LC,
223,Cuculiformes,Cuculidae,Dromococcyx pavoninus,Pavonine Cuckoo,LC,
224,Cuculiformes,Cuculidae,Neomorphus geoffroyi,Rufous-vented Ground-Cuckoo,VU,X
225,Strigiformes,Tytonidae,Tyto furcata,American Barn Owl,LC,
226,Strigiformes,Strigidae,Megascops choliba,Tropical Screech-Owl,LC,
227,Strigiformes,Strigidae,Megascops atricapilla,Black-capped Screech-Owl,LC,X
228,Strigiformes,Strigidae,Megascops sanctaecatarinae,Long-tufted Screech-Owl,LC,X
229,Strigiformes,Strigidae,Pulsatrix perspicillata,Spectacled Owl,LC,
230,Strigiformes,Strigidae,Pulsatrix koeniswaldiana,Tawny-browed Owl,LC,X
231,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,LC,
232,Strigiformes,Strigidae,Strix hylophila,Rusty-barred Owl,NT,X
233,Strigiformes,Strigidae,Strix virgata,Mottled Owl,LC,
234,Strigiformes,Strigidae,Strix huhula,Black-banded Owl,LC,
235,Strigiformes,Strigidae,Glaucidium mooreorum,Pernambuco Pygmy-Owl,CR,X
236,Strigiformes,Strigidae,Glaucidium minutissimum,Least Pygmy-Owl,LC,X
237,Strigiformes,Strigidae,Glaucidium brasilianum,Ferruginous Pygmy-Owl,LC,
238,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,LC,
239,Strigiformes,Strigidae,Aegolius harrisii,Buff-fronted Owl,LC,
240,Strigiformes,Strigidae,Asio clamator,Striped Owl,LC,
241,Strigiformes,Strigidae,Asio stygius,Stygian Owl,LC,
242,Strigiformes,Strigidae,Asio flammeus,Short-eared Owl,LC,
243,Nyctibiiformes,Nyctibiidae,Nyctibius grandis,Great Potoo,LC,
244,Nyctibiiformes,Nyctibiidae,Nyctibius aethereus,Long-tailed Potoo,LC,
245,Nyctibiiformes,Nyctibiidae,Nyctibius griseus,Common Potoo,LC,
246,Caprimulgiformes,Caprimulgidae,Nyctiphrynus ocellatus,Ocellated Poorwill,LC,
247,Caprimulgiformes,Caprimulgidae,Antrostomus rufus,Rufous Nightjar,LC,
248,Caprimulgiformes,Caprimulgidae,Antrostomus sericocaudatus,Silky-tailed Nightjar,LC,
249,Caprimulgiformes,Caprimulgidae,Lurocalis semitorquatus,Short-tailed Nighthawk,LC,
250,Caprimulgiformes,Caprimulgidae,Nyctidromus albicollis,Common Pauraque,LC,
251,Caprimulgiformes,Caprimulgidae,Hydropsalis parvula,Little Nightjar,LC,
252,Caprimulgiformes,Caprimulgidae,Hydropsalis anomala,Sickle-winged Nightjar,LC,
253,Caprimulgiformes,Caprimulgidae,Hydropsalis longirostris,Band-winged Nightjar,LC,
254,Caprimulgiformes,Caprimulgidae,Hydropsalis maculicaudus,Spot-tailed Nightjar,LC,
255,Caprimulgiformes,Caprimulgidae,Hydropsalis torquata,Scissor-tailed Nightjar,LC,
256,Caprimulgiformes,Caprimulgidae,Podager nacunda,Nacunda Nighthawk,LC,
257,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,LC,
258,Caprimulgiformes,Caprimulgidae,Chordeiles acutipennis,Lesser Nighthawk,LC,
259,Apodiformes,Apodidae,Cypseloides fumigatus,Sooty Swift,LC,
260,Apodiformes,Apodidae,Cypseloides senex,Great Dusky Swift,LC,
261,Apodiformes,Apodidae,Streptoprocne zonaris,White-collared Swift,LC,
262,Apodiformes,Apodidae,Streptoprocne biscutata,Biscutate Swift,LC,
263,Apodiformes,Apodidae,Chaetura cinereiventris,Gray-rumped Swift,LC,
264,Apodiformes,Apodidae,Chaetura meridionalis,Sick's Swift,LC,
265,Apodiformes,Apodidae,Chaetura brachyura,Short-tailed Swift,LC,
266,Apodiformes,Apodidae,Tachornis squamata,Fork-tailed Palm-Swift,LC,
267,Apodiformes,Apodidae,Panyptila cayennensis,Lesser Swallow-tailed Swift,LC,
268,Apodiformes,Trochilidae,Ramphodon naevius,Saw-billed Hermit,NT,X
269,Apodiformes,Trochilidae,Glaucis dohrnii,Hook-billed Hermit,EN,X
270,Apodiformes,Trochilidae,Glaucis hirsutus,Rufous-breasted Hermit,LC,
271,Apodiformes,Trochilidae,Phaethornis squalidus,Dusky-throated Hermit,LC,X
272,Apodiformes,Trochilidae,Phaethornis idaliae,Minute Hermit,LC,X
273,Apodiformes,Trochilidae,Phaethornis ruber,Reddish Hermit,LC,
274,Apodiformes,Trochilidae,Phaethornis pretrei,Planalto Hermit,LC,
275,Apodiformes,Trochilidae,Phaethornis eurynome,Scale-throated Hermit,LC,X
276,Apodiformes,Trochilidae,Phaethornis margarettae,Margaretta's Hermit,LC,X
277,Apodiformes,Trochilidae,Campylopterus largipennis,Gray-breasted Sabrewing,LC,
278,Apodiformes,Trochilidae,Eupetomena macroura,Swallow-tailed Hummingbird,LC,
279,Apodiformes,Trochilidae,Florisuga fusca,Black Jacobin,LC,
280,Apodiformes,Trochilidae,Colibri serrirostris,White-vented Violetear,LC,
281,Apodiformes,Trochilidae,Chrysolampis mosquitus,Ruby-topaz Hummingbird,LC,
282,Apodiformes,Trochilidae,Stephanoxis lalandi,Green-crowned Plovercrest,LC,X
283,Apodiformes,Trochilidae,Lophornis magnificus,Frilled Coquette,LC,
284,Apodiformes,Trochilidae,Lophornis chalybeus,Festive Coquette,NT,
285,Apodiformes,Trochilidae,Discosura langsdorffi,Black-bellied Thorntail,LC,
286,Apodiformes,Trochilidae,Chlorestes notata,Blue-chinned Sapphire,LC,
287,Apodiformes,Trochilidae,Chlorostilbon lucidus,Glittering-bellied Emerald,LC,
288,Apodiformes,Trochilidae,Thalurania watertonii,Long-tailed Woodnymph,EN,X
289,Apodiformes,Trochilidae,Thalurania glaucopis,Violet-capped Woodnymph,LC,X
290,Apodiformes,Trochilidae,Hylocharis sapphirina,Rufous-throated Sapphire,LC,
291,Apodiformes,Trochilidae,Hylocharis cyanus,White-chinned Sapphire,LC,
292,Apodiformes,Trochilidae,Hylocharis chrysura,Gilded Hummingbird,LC,
293,Apodiformes,Trochilidae,Leucochloris albicollis,White-throated Hummingbird,LC,
294,Apodiformes,Trochilidae,Polytmus guainumbi,White-tailed Goldenthroat,LC,
295,Apodiformes,Trochilidae,Heliodoxa rubricauda,Brazilian Ruby,LC,X
296,Apodiformes,Trochilidae,Heliothryx auritus,Black-eared Fairy,LC,
297,Apodiformes,Trochilidae,Heliomaster longirostris,Long-billed Starthroat,LC,
298,Apodiformes,Trochilidae,Heliomaster squamosus,Stripe-breasted Starthroat,LC,
299,Apodiformes,Trochilidae,Heliomaster furcifer,Blue-tufted Starthroat,LC,
300,Trogoniformes,Trogonidae,Trogon viridis,Green-backed Trogon,LC,
301,Trogoniformes,Trogonidae,Trogon surrucura,Surucua Trogon,LC,
302,Trogoniformes,Trogonidae,Trogon curucui,Blue-crowned Trogon,LC,
303,Trogoniformes,Trogonidae,Trogon rufus,Black-throated Trogon,LC,
304,Trogoniformes,Trogonidae,Trogon collaris,Collared Trogon,LC,
305,Coraciiformes,Alcedinidae,Megaceryle torquata,Ringed Kingfisher,LC,
306,Coraciiformes,Alcedinidae,Chloroceryle amazona,Amazon Kingfisher,LC,
307,Coraciiformes,Alcedinidae,Chloroceryle aenea,American Pygmy Kingfisher,LC,
308,Coraciiformes,Alcedinidae,Chloroceryle americana,Green Kingfisher,LC,
309,Coraciiformes,Alcedinidae,Chloroceryle inda,Green-and-rufous Kingfisher,LC,
310,Coraciiformes,Momotidae,Momotus momota,Amazonian Motmot,LC,
311,Galbuliformes,Galbulidae,Galbula ruficauda,Rufous-tailed Jacamar,LC,
312,Galbuliformes,Bucconidae,Notharchus swainsoni,Buff-bellied Puffbird,LC,X
313,Galbuliformes,Bucconidae,Bucco tamatia,Spotted Puffbird,LC,
314,Galbuliformes,Bucconidae,Nystalus chacuru,White-eared Puffbird,LC,
315,Galbuliformes,Bucconidae,Nystalus maculatus,Spot-backed Puffbird,LC,
316,Galbuliformes,Bucconidae,Malacoptila striata,Crescent-chested Puffbird,NT,X
317,Galbuliformes,Bucconidae,Nonnula rubecula,Rusty-breasted Nunlet,LC,
318,Galbuliformes,Bucconidae,Monasa nigrifrons,Black-fronted Nunbird,LC,
319,Galbuliformes,Bucconidae,Monasa morphoeus,White-fronted Nunbird,LC,
320,Galbuliformes,Bucconidae,Chelidoptera tenebrosa,Swallow-winged Puffbird,LC,
321,Piciformes,Ramphastidae,Ramphastos toco,Toco Toucan,LC,
322,Piciformes,Ramphastidae,Ramphastos vitellinus,Channel-billed Toucan,VU,
323,Piciformes,Ramphastidae,Ramphastos dicolorus,Red-breasted Toucan,LC,
324,Piciformes,Ramphastidae,Selenidera gouldii,Gould's Toucanet,LC,
325,Piciformes,Ramphastidae,Selenidera maculirostris,Spot-billed Toucanet,LC,X
326,Piciformes,Ramphastidae,Pteroglossus bailloni,Saffron Toucanet,NT,X
327,Piciformes,Ramphastidae,Pteroglossus inscriptus,Lettered Aracari,LC,
328,Piciformes,Ramphastidae,Pteroglossus aracari,Black-necked Aracari,LC,
329,Piciformes,Picidae,Picumnus pernambucensis,Pernambuco Piculet,LC,X
330,Piciformes,Picidae,Picumnus exilis,Bahia Piculet,LC,X
331,Piciformes,Picidae,Picumnus pygmaeus,Spotted Piculet,LC,
332,Piciformes,Picidae,Picumnus cirratus,White-barred Piculet,LC,
333,Piciformes,Picidae,Picumnus temminckii,Ochre-collared Piculet,LC,X
334,Piciformes,Picidae,Picumnus albosquamatus,White-wedged Piculet,LC,
335,Piciformes,Picidae,Picumnus fulvescens,Tawny Piculet,NT,
