,ID_codref,Bib_Ref,Country,State,Municipality,Site,Latitude_y,Longitude_x,Category_coord,Year_start,Year_finish,Habitat,Method,Number_nets,Net_size,RN_total_effort,Number_point_counts,Point_count_temporal_replicates,PE_total_effort,Olsoneconame,OlsonG200r,Ribeirovegtype,BSRs,Altitude,Annual_rainfall,Annual_temperature
1448,1134,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha Rasa da Cotinga,-25.516666,-48.416666,MOS,1992,1997,Antropic,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,1135,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha Rasa da Cotinga,-25.516666,-48.416666,MOS,1992,1997,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1450,1136,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha do Mel,-25.5,-48.35,MOS,1989,1997,Open area,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,298,25.2
1451,1137,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha do Mel,-25.5,-48.35,MOS,1989,1997,Several,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,298,25.2
1452,1138,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha do Mel,-25.5,-48.35,MOS,1989,1997,Open area,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,298,25.2
1453,1139,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha do Mel,-25.5,-48.35,MOS,1989,1997,Riverine forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,298,25.2
1454,1140,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha do Mel,-25.5,-48.35,MOS,1989,1997,Forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,298,25.2
1455,1141,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha das Palmas,-25.515808,-48.279584,MOS,1992,1997,Antropic,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1456,1142,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha das Palmas,-25.515808,-48.279584,MOS,1992,1997,Open area,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1457,1143,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha da Galheta,-25.584362,-48.321627,MOS,1992,1997,Aquatic and flooded,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,1144,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,PARANAGU√Å,Ilha da Galheta,-25.584362,-48.321627,MOS,1992,1997,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1459,1145,"Moraes, V. S. 1998. Biogeografia, estrutura de comunidades e conservaÁ„o de aves em ilhas do litoral paranaense. DissertaÁ„o de Mestrado. Universidade Estadual de Campinas, S„o Paulo, Brasil.",Brazil,PRÅ,Paranagu·,Ilha dos Currais,-25.733664,-48.378903,MOS,1992,1997,Forest edge,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1460,632,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha Rasa,-25.349444,-48.415,PTCENTRAL,1993,1996,Secondary forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,296,25.8
1461,633,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha Rasa,-25.349444,-48.415,PTCENTRAL,1993,1996,Secondary forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,296,25.8
1462,634,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha Rasa,-25.349444,-48.415,PTCENTRAL,1993,1996,Aquatic and flooded,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,296,25.8
1463,635,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha Rasa,-25.349444,-48.415,PTCENTRAL,1993,1996,Secondary forest,LO,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,NA,NA,1,296,25.8
1464,636,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha das Gamelas,-25.343888,-48.392222,PTCENTRAL,1993,1996,Secondary forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1465,637,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha das Gamelas,-25.343888,-48.392222,PTCENTRAL,1993,1996,Open area,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,638,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,GUARAQUECABA,Ilha das Gamelas,-25.343888,-48.392222,PTCENTRAL,1993,1996,Secondary forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1467,639,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,PARANAGU√Å,Ilha das Bananas,-25.421944,-48.406666,PTCENTRAL,1993,1996,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,640,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,PARANAGU√Å,Ilha das Bananas,-25.421944,-48.406666,PTCENTRAL,1993,1996,Forest edge,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1469,641,"Moraes, V. S., and R. Krul.  1999. Efeitos da ocupaÁ„o antrÛpica sobre comunidades de aves de ilhas das baÌas de Laranjeiras e GuaraqueÁaba - PR. Biotemas 12(2):101ñ118.",Brazil,PRÅ,PARANAGU√Å,Ilha das Bananas,-25.421944,-48.406666,PTCENTRAL,1993,1996,Aquatic and flooded,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,845,"Morales, L. R. 1998. Comunidade de aves do campus da Universidade Metodista de S„o Paulo, S„o Bernardo do Campo, SP. Monografia de GraduaÁ„o. Universidade Metodista de S„o Paulo, S„o Paulo, Brazil.",Brazil,SP,SANTO ANDRE,Universidade Metodista de S„o Paulo,-23.65,-46.566666,PTCENTRAL,1998,1998,Open area,TRS,,NA,NA,NA,NA,NA,Serra do Mar coastal forests,Atlantic Forests,Floresta Ombrofila Densa,Serra do Mar,747,230,21.1
1471,160,"Motta Jr., J. C.  1990. Estrutura trÛfica e composiÁ„o das avifaunas de trÍs h·bitats terrestres na regi„o central do estado de S„o Paulo. Ararajuba 1:65ñ71.",Brazil,SP,SAO CARLOS,Universidade Federal de S„o Carlos,-21.966666,-47.866666,MOS,1987,1987,Antropic,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,742,258,21.8
1472,616,"Motta Jr., J. C.  1990. Estrutura trÛfica e composiÁ„o das avifaunas de trÍs h·bitats terrestres na regi„o central do estado de S„o Paulo. Ararajuba 1:65ñ71.",Brazil,SP,SAO CARLOS,Universidade Federal de S„o Carlos,-21.966666,-47.866666,MOS,1987,1987,Forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,742,258,21.8
1473,617,"Motta Jr., J. C.  1990. Estrutura trÛfica e composiÁ„o das avifaunas de trÍs h·bitats terrestres na regi„o central do estado de S„o Paulo. Ararajuba 1:65ñ71.",Brazil,SP,SAO CARLOS,Universidade Federal de S„o Carlos,-21.966666,-47.866666,MOS,1987,1987,Riverine forest,LO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,742,258,21.8
1474,1573,"Motta Jr, J. C., and M. A. M. Granzinolli. 2004. OcorrÍncia de aves ameaÁadas e endÍmicas em fragmentos de cerrado no estado de S„o Paulo. in L. M. Coutinho, and W. B. C. Delitti. Cerrado. CD Rom, Depto Ecologia IBUSP. ",Brazil,SP,ITIRAPINA,EstaÁ„o EcolÛgica de Itirapina,-22.25,-47.816666,MOS,1998,2003,Several,RL,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,890,257,22.2
1475,1574,"Motta Jr, J. C., and M. A. M. Granzinolli. 2004. OcorrÍncia de aves ameaÁadas e endÍmicas em fragmentos de cerrado no estado de S„o Paulo. in L. M. Coutinho, and W. B. C. Delitti. Cerrado. CD Rom, Depto Ecologia IBUSP. ",Brazil,SP,SAO CARLOS,Universidade Federal de S„o Carlos,-21.966666,-47.933333,MOS,1985,1993,Secondary forest,RL,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,773,256,22
1476,1575,"Motta Jr, J. C., and M. A. M. Granzinolli. 2004. OcorrÍncia de aves ameaÁadas e endÍmicas em fragmentos de cerrado no estado de S„o Paulo. in L. M. Coutinho, and W. B. C. Delitti. Cerrado. CD Rom, Depto Ecologia IBUSP. ",Brazil,SP,IBATE,Ch·cara Mattos,-21.983333,-48.133333,MOS,1992,1993,Aquatic and flooded,PE,,NA,NA,NA,NA,64,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,596,235,23.5
1477,Rodrigues_17,"Motta Jr, J. C., M. A. M. Granzinolli, and P. F. Develey. 2008. Aves da EstaÁ„o EcolÛgica de Itirapina, estado de S„o Paulo, Brasil. Biota Neotropica 8(3):207ñ227.",Brazil,SP,SANTA CRUZ DA CONCEICAO,EE Itirapina,-22.1445,-47.5141,,2002,2002,Open area,PE,,NA,NA,10,8,80,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,657,247,22.4
1478,Rodrigues_18,"Motta Jr, J. C., M. A. M. Granzinolli, and P. F. Develey. 2008. Aves da EstaÁ„o EcolÛgica de Itirapina, estado de S„o Paulo, Brasil. Biota Neotropica 8(3):207ñ227.",Brazil,SP,SANTA CRUZ DA CONCEICAO,EE Itirapina,-22.1445,-47.5141,,2002,2002,Shrubland,PE,,NA,NA,5,8,40,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,657,247,22.4
1479,1163,"Motta Jr, J. C., and J. A. Lombardi. 1990. Aves como agentes dispersores da copaÌba (Copaifera langsdorffii, Caesalpiniaceae) em S„o Carlos, estado de S„o Paulo. Ararajuba 1:105ñ106.",Brazil,SP,SAO CARLOS,Universidade Federal de S„o Carlos,-21.966666,-47.866666,MOS,1986,1986,Forest edge,PF,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Savana,Florestas de Interior,742,258,21.8
1480,654,"M¸ller, E. S., and V. B. Fortes.  2005. Levantamento avifaunÌstico preliminar da Fazenda Tamandu·, Vargem Bonita/SC. Acta Ambiental Catarinense 4(1):43ñ54.",Brazil,SC,VARGEM BONITA,Fazenda Tamandu·,-27,-51.733333,MUN,2002,2003,Riverine forest,LO,,NA,NA,NA,NA,NA,Araucaria moist forests,Atlantic Forests,Floresta Ombrofila Mista,Florestas de Arauc√°ria,934,182,20.8
1481,t10,Multigeo. 2004. Estudo de Impacto Ambiental em MineraÁ„o de Argila Vieira e Pirizal.,Brazil,SP,ApiaÌ,SÌtio Vieira,-24.5,-48.83333333,MUN,2001,2003,Antropic,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1482,t11,Multigeo. 2004. Estudo de Impacto Ambiental em MineraÁ„o de Argila Vieira e Pirizal.,Brazil,SP,ApiaÌ,SÌtio Vieira,-24.5,-48.83333333,MUN,2001,2003,Antropic,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1483,t12,Multigeo. 2004. Estudo de Impacto Ambiental em MineraÁ„o de Argila Vieira e Pirizal.,Brazil,SP,ApiaÌ,SÌtio Vieira,-24.5,-48.83333333,MUN,2001,2003,Open area,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1484,t8,Multigeo. 2004. Estudo de Impacto Ambiental em MineraÁ„o de Argila Vieira e Pirizal.,Brazil,SP,ApiaÌ,SÌtio Vieira,-24.5,-48.83333333,MUN,2001,2003,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1485,t9,Multigeo. 2004. Estudo de Impacto Ambiental em MineraÁ„o de Argila Vieira e Pirizal.,Brazil,SP,ApiaÌ,SÌtio Vieira,-24.5,-48.83333333,MUN,2001,2003,Aquatic and flooded,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1486,361,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Shrubland,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1487,362,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Secondary forest,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1488,363,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Forest,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1489,r14,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Open area,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1490,r15,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Forest,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1491,r16,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Forest edge,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1492,r17,"Naka, L. N., M. Rodrigues, A. L. Roos, and M. A. G. Azevedo. 2002. Bird conservation on Santa Catarina Island, Southern Brazil. Bird Conservation International 12:123ñ150.",Brazil,SC,FLORIANOPOLIS,Ilha de Santa Catarina,-27.5,-48.5,AREAq,1997,1998,Forest,LO,,NA,NA,NA,NA,NA,Southern Atlantic mangroves,NA,Floresta Ombrofila Densa,Serra do Mar,117,200,24.2
1493,1570,"Nascimento, A. M. A., L. Cursino, H. GonÁalves-Dornelas, A. Reis, E. Chartone-Souza, and M. A. Marini. 2003. Antibiotic-resistant gram-negative bacteria in birds from the brazilian Atlantic Forest.  The Condor 105:358ñ361.",Brazil,MG,JEQUITINHONHA,Vale do Rio Jequitinhonha,-16.416666,-41,PTCENTRAL,2000,2000,Forest,RN,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,219,117,26.3
1494,1571,"Nascimento, A. M. A., L. Cursino, H. GonÁalves-Dornelas, A. Reis, E. Chartone-Souza, and M. A. Marini. 2003. Antibiotic-resistant gram-negative bacteria in birds from the brazilian Atlantic Forest.  The Condor 105:358ñ361.",Brazil,MG,SALTO DA DIVISA,Vale do Rio Jequitinhonha,-16.083333,-40.033333,PTCENTRAL,2001,2001,Several,RN,,NA,NA,NA,NA,NA,Bahia interior forests,Atlantic Forests,Floresta Estacional Decidual,Diamantina,124,88,26.6
1495,a10,"CEMA. 2003.RelatÛrio Ambiental Preliminar da Pequena Central HidrelÈtrica Jurumirim, Salto, SP. CEMA Consultoria e Estudos Ambientais Ltda.",Brazil,SP,SALTO,Pequena Central HidrelÈtrica Jurumirim,-23.2,-47.28333333,MUN,2002,2002,Several,LO,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Areas de Tensao Ecologica,Florestas de Interior,589,226,22.6
1496,a6,"Argel-de-Oliveira, M. M.  2003. Laudo TÈcnico de Fauna da Pequena Central HidrelÈtrica Santa AdÈlia.",Brazil,SP,Boituva,Pequena Central HidrelÈtrica Santa AdÈlia,-23.28333333,-47.66666667,MUN,2003,2003,Secondary forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,a7,"Argel-de-Oliveira, M. M.  2003. Laudo TÈcnico de Fauna da Pequena Central HidrelÈtrica Santa AdÈlia.",Brazil,SP,Boituva,Pequena Central HidrelÈtrica Santa AdÈlia,-23.28333333,-47.66666667,MUN,2003,2003,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,a8,"Argel-de-Oliveira, M. M.  2003. Laudo TÈcnico de Fauna da Pequena Central HidrelÈtrica Santa AdÈlia.",Brazil,SP,Boituva,Pequena Central HidrelÈtrica Santa AdÈlia,-23.28333333,-47.66666667,MUN,2003,2003,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1499,a9,"Argel-de-Oliveira, M. M.  2003. Laudo TÈcnico de Fauna da Pequena Central HidrelÈtrica Santa AdÈlia.",Brazil,SP,Boituva,Pequena Central HidrelÈtrica Santa AdÈlia,-23.28333333,-47.66666667,MUN,2003,2003,Forest,LO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,Bovo_52,"Neto, O. S., and A. A. Bispo. 2011. Avifauna do Parque Estadual de Vila Rica do EspirÌto Santo, FÍnix, Paran·. Biota Neotropica 11(3):317ñ329.",Brazil,PRÅ,FUNIX,Parque Estadual de Vila Rica do EspÌrito Santo,-23.91666667,-51.95,PTCENTRAL,1982,2006,Forest,"OO, RN",,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,303,205,24.7
1501,782,"Nodari, F.  2003. Levantamento da avifauna do campus de Rio Claro da Universidade Estadual Paulista. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,RIO CLARO,Unesp Campus Rio Claro,-22.383333,-47.533333,MOS,,,Forest,PE,,NA,NA,NA,NA,312,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,610,242,23.2
1502,733,"Nunes, M. F. C. 2000. Ecologia e conservaÁ„o do maracan„-verdadeiro Propyrrhura maracana (Psittacidae) em um fragmento florestal no Sudeste do Brasil. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,G√ÅLIA,EstaÁ„o EcolÛgica de Caetetus,-22.4,-49.7,PTCENTRAL,1999,2000,Preserved forest,INV,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,610,208,23.7
1503,734,"Nunes, M. F. C. 2000. Ecologia e conservaÁ„o do maracan„-verdadeiro Propyrrhura maracana (Psittacidae) em um fragmento florestal no Sudeste do Brasil. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,G√ÅLIA,EstaÁ„o EcolÛgica de Caetetus,-22.4,-49.7,PTCENTRAL,2000,2000,Forest,TRS,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,610,208,23.7
1504,735,"Nunes, M. F. C. 2000. Ecologia e conservaÁ„o do maracan„-verdadeiro Propyrrhura maracana (Psittacidae) em um fragmento florestal no Sudeste do Brasil. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,ANHEMBI,Fazenda Barreiro Rico,-22.75,-48.15,PTCENTRAL,2000,2000,Araucaria moist forest,TRS,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,Agua,Florestas de Interior,453,225,23.8
1505,1572,"Oliveira, A. L., and R. S. Silva. 2006. Registro de Harpia (Harpia harpyja) no cerrado de Tapira, Minas Gerais, Brasil. Revista Brasileira de Ornitologia 14(4):433ñ434.",Brazil,MG,TAPIRA,Palmeiras,-19.885,-47.006944,MUN,2006,2006,Araucaria moist forest,OO,,NA,NA,NA,NA,NA,Cerrado,Cerrado Woodlands and Savannas,NA,NA,1184,288,21.2
1506,Bovo_29,"Oliveira, R. C. 2011. RelatÛrio do levantamento da avifauna do Parque Estadual Mata S„o Francisco, CornÈlio ProcÛpio - Santa Mariana, PR.",Brazil,PRÅ,SANTA MARIANA,Parque Estadual Mata de S„o Francisco,-23.13333333,-50.56666667,PTCENTRAL,2008,2010,Forest,"OO, PE",,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,519,174,24
1507,906,"Oliveira, S. H. 1999. Aspectos da diversidade de aves e mamÌferos em ·reas agrÌcolas nos municÌpios de Vera Cruz e EspÌrito Santo do Turvo no Estado de S„o Paulo. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,VERA CRUZ,Escola AgrÌcola,-22.216666,-49.816666,MUN,1998,1999,Forest,RN, 7 to 10,NA,390,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,605,216,23.5
1508,907,"Oliveira, S. H. 1999. Aspectos da diversidade de aves e mamÌferos em ·reas agrÌcolas nos municÌpios de Vera Cruz e EspÌrito Santo do Turvo no Estado de S„o Paulo. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,VERA CRUZ,Escola AgrÌcola,-22.216666,-49.816666,MUN,1998,1998,Several,LO,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,605,216,23.5
1509,908,"Oliveira, S. H. 1999. Aspectos da diversidade de aves e mamÌferos em ·reas agrÌcolas nos municÌpios de Vera Cruz e EspÌrito Santo do Turvo no Estado de S„o Paulo. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,VERA CRUZ,Pesque e Pague,-22.216666,-49.816666,MUN,1999,1999,Forest,LO,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,605,216,23.5
1510,909,"Oliveira, S. H. 1999. Aspectos da diversidade de aves e mamÌferos em ·reas agrÌcolas nos municÌpios de Vera Cruz e EspÌrito Santo do Turvo no Estado de S„o Paulo. Monografia de GraduaÁ„o. Universidade Estadual Paulista, Rio Claro, S„o Paulo, Brazil.",Brazil,SP,QUAT√Å,SÌtio Santa B·rbara ,-22.15,-50.5,MUN,1999,1999,Secondary forest,LO,,NA,NA,NA,NA,NA,Alto Parana Atlantic forests,Atlantic Forests,Floresta Estacional Semidecidual,Florestas de Interior,444,183,24.8
